session_id,user_id,return_user,day_of_week,time_of_day,session_duration,num_pages_viewed,num_items_carted,has_viewed_shipping_info,scroll_depth,cart_value,discount_applied,shipping_fee,free_shipping_eligible,device_type,browser,referral_source,location,if_payment_page_reached,most_viewed_category,abandoned,engagement_intensity,scroll_engagement,is_weekend,has_multiple_items,has_high_engagement,research_behavior,quick_browse,engagement_score,peak_hours,returning_peak,day_sin,day_cos,time_sin,time_cos,pca1,pca2
S50,U391,0,1,1,-1.6012183209695745,1.6335342358876623,0,0,-1.4568459514958785,-2.8048422010665983,0,0.0,1,1,3,4,19,1,0,1,0.0,-0.8918368035942806,0,0,1,0,1,0.14290534674990368,1,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-0.6235967764410876,-0.16189901626266628
S51,U173,1,5,0,0.0811194276837562,-0.7411427881029011,0,0,-0.4944013668403261,-2.8048422010665983,1,4.709530201312334,0,2,3,3,5,0,1,1,-0.6855327627316459,-0.4944013668403261,0,0,0,0,1,-0.2687307560773029,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.42729319433737095,-0.40633049379532493
S52,U53,1,1,3,-0.9823373796721908,-0.7411427881029011,0,0,1.0840077519947793,-2.8048422010665983,0,4.382026634673881,0,2,4,0,3,1,8,1,0.0,1.0840077519947793,0,0,0,0,1,0.009816570547745207,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,1.2875814842301734,1.078163683273247
S53,U48,1,3,3,0.6745400770923233,-0.3758078613351222,5,0,-1.0718681176336575,0.4659155923393844,1,0.0,1,0,1,4,6,1,2,0,-0.22442452496429713,-1.0718681176336575,1,1,0,0,1,-0.2811795401838715,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.0013718403728017216,-1.4433486524924368
S54,U195,1,1,1,1.3100681323170098,-1.6544801050223488,8,0,-0.417405800067882,0.6583979270534868,0,0.0,1,2,4,4,29,0,0,0,-0.7162040296027532,-0.417405800067882,0,1,0,0,1,-0.4787900176447648,1,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.8826938067360588,-1.6503834788004732
S55,U50,0,3,0,0.0517421678120449,1.268199309119883,9,0,-0.1094235329781053,0.6595140041408696,0,4.867534450455582,0,0,2,2,0,1,8,0,1.205808179925064,-0.0862825994236222,1,1,1,0,1,0.29123087555161764,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,-0.47482136528129054,-0.7369702191510252
S56,U184,1,5,1,0.6099101053745586,1.268199309119883,0,0,0.1600609507254492,-2.8048422010665983,1,5.267858159063328,0,1,1,2,10,0,1,1,0.7877454181361426,0.12621119533374436,0,0,1,0,1,0.33878773619491853,1,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,-1.1640267642811422,0.048475912095667296
S57,U434,0,2,2,1.0926764092663466,0.9028643823521044,4,1,-1.6493348684269886,0.2673130332512995,1,5.068904202220232,0,0,1,2,4,0,5,0,0.431440034567328,-1.6493348684269886,0,1,1,0,1,0.23001861174653634,1,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-2.158169410110336,-0.5690249211993562
S58,U177,0,6,3,0.9781050957666728,-0.5584753247190116,8,1,0.506541001201448,0.5664762021175057,0,4.0943445622221,0,0,4,2,22,0,1,0,-0.2823284394313529,0.506541001201448,0,1,0,0,1,0.2526383992337814,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.40635895685948425,0.4251448321025429
S59,U310,0,4,0,-1.3730549359659503,1.6335342358876623,8,0,-0.6868902837714366,0.6946691461613045,0,0.0,1,2,3,2,18,0,8,0,0.0,-0.420493350357105,0,1,1,0,1,0.2787820914450492,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,-0.17812529453398043,-0.4517489626379534
S60,U136,0,0,1,-1.169372600855419,-1.2891451782545698,0,1,0.0060698171805609,-2.8048422010665983,1,0.0,1,1,1,2,30,1,8,1,0.0,0.0060698171805609,1,0,0,0,1,-0.014599033647644255,1,0,0.0,1.0,1.0,6.123233995736766e-17,0.7109058958950079,1.5605413714210448
S61,U414,0,2,0,-0.3399546304774383,0.1721945288165463,7,1,0.6990299181325584,0.5860042325450986,1,0.0,1,0,3,2,10,1,3,0,0.0,0.6990299181325584,0,1,1,0,1,0.4655251342371488,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,-0.27362752009441615,1.232229241189841
S62,U23,0,1,2,0.4924010658877136,1.6335342358876623,0,0,0.9300166184498908,-2.8048422010665983,1,4.804021044733257,0,2,2,4,18,0,1,1,1.0945678566076336,0.5693279014409636,0,0,1,0,1,0.5641232553048545,1,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,-1.213451619799058,0.6567361408422986
S63,U374,1,1,2,-0.1617325872557234,-0.1931403979512326,7,1,0.0445676005667829,0.5571286150007249,0,4.564348191467836,0,0,4,0,19,1,6,0,0.0,0.0445676005667829,0,1,0,0,1,0.26057112683148465,1,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,-0.23201102115725894,0.6792192475956389
S64,U236,0,0,3,-0.0687045976619711,-0.0104729345673431,0,1,-1.2258592511785458,-2.8048422010665983,0,4.110873864173311,0,0,1,1,16,1,2,1,0.0,-1.2258592511785458,1,0,0,0,1,0.08110388529188997,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0232313456401294,0.4331183157965311
S65,U275,0,5,0,-1.5287544132860198,-1.4718126416384592,4,0,-1.4953437348821004,0.3000107927292603,0,5.1647859739235145,0,0,3,2,10,0,0,0,0.0,-1.4953437348821004,0,1,0,0,1,-0.6242880730105731,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1.7804126941940557,-0.9081722229637551
S66,U64,0,4,1,0.2955734247472483,-1.6544801050223488,7,0,1.0840077519947793,0.230771483872429,1,4.174387269895637,0,1,4,2,8,0,8,0,-1.2770253490998544,1.0840077519947793,0,1,0,0,1,-0.2138303654892312,1,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.6515889858314157,-0.14640339274376338
S67,U499,0,6,1,0.5942422334429792,1.085531845735994,5,0,1.2764966689258896,0.4095424981606719,0,4.276666119016055,0,2,4,0,14,0,4,0,0.6809077208998804,1.1759182136756394,0,1,1,0,1,0.4910796287954843,1,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,-0.5450890135863906,0.3414715378519268
S68,U473,1,3,1,-1.219313942637328,1.450866772503773,8,0,-0.5713969336127703,0.5048161465967985,0,0.0,1,1,1,3,11,1,8,0,0.0,-0.39383142852372716,1,1,1,0,1,0.2544342159419258,1,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,-0.1013859259188207,-0.451695024205489
S69,U194,0,3,3,-0.4055638441909267,1.268199309119883,0,1,1.353492235698334,-2.8048422010665983,1,0.0,1,2,2,2,21,0,0,1,0.0,1.0672551435449396,1,0,1,0,1,0.849396690472394,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-1.257433954673722,2.4547142676687006
S70,U41,1,5,2,-0.3203697905629641,-0.7411427881029011,8,0,0.1985587341116713,0.5550458586492513,0,0.0,1,1,1,3,18,0,1,0,0.0,0.1985587341116713,0,1,0,0,1,-0.14644168585167205,1,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1.178908093190762,-0.5060172454233363
S71,U283,1,0,1,-0.4124185381609926,0.7201969189682149,0,1,-0.6483925003852145,-2.8048422010665983,1,5.634789603169249,0,0,3,1,31,1,7,1,0.0,-0.6483925003852145,1,0,1,0,1,0.3619289926428302,1,1,0.0,1.0,1.0,6.123233995736766e-17,-1.2599152181988782,1.0361703046588255
S72,U151,0,5,3,-1.0596974973343638,0.9028643823521044,9,1,-1.1873614677923237,0.5268835946969052,0,0.0,1,2,2,4,21,1,1,0,0.0,-1.1873614677923237,0,1,1,0,1,0.3115446585636236,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.7113972031957224,0.12091432322927861
S73,U425,0,6,3,0.2211510330722464,0.7201969189682149,9,0,1.6999722861743325,0.6951933118848448,0,4.30406509320417,0,1,0,2,32,0,5,0,0.5897689142974392,1.6999722861743325,0,1,1,0,1,0.4763530639630237,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0.19834573771601305,0.37174770074135605
S74,U322,1,3,3,1.3619679580903663,-1.2891451782545698,2,0,1.1610033187672235,0.0520647649744484,0,0.0,1,1,1,1,22,1,6,0,-0.5457928308633087,1.1610033187672235,1,1,0,0,1,-0.11078391660492609,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.6036588914584055,-0.01223584428027449
S75,U317,1,6,3,-0.2655322388024365,1.6335342358876623,0,0,-0.8023836339301028,-2.8048422010665983,0,5.583496308781699,0,0,2,2,29,1,2,1,0.0,-0.49119486834268133,0,0,1,0,1,0.25840057974077735,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.1743533690808496,-0.23087303658778893
S76,U454,1,1,3,-1.310383448239633,0.3548619922004358,2,0,0.5835365679738922,0.0941955541146948,0,0.0,1,0,0,0,29,0,7,0,0.0,0.5835365679738922,0,1,1,0,1,0.18987300974027227,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0.6640428223509285,0.7983452711081881
S77,U442,1,5,3,0.2015661931577723,-1.4718126416384592,1,0,-0.1864190997505495,-0.0910632151508356,0,0.0,1,1,2,4,33,1,8,0,-1.2249118275960031,-0.1864190997505495,0,0,0,0,1,-0.3932976070288258,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,1.0068179891399076,-0.4112215027075207
S78,U186,0,3,2,-0.0491197577474969,-1.2891451782545698,1,0,0.8915188350636688,-0.6242896726945227,0,5.666426688112432,0,2,0,4,30,0,6,1,0.0,0.8915188350636688,1,0,0,0,1,-0.158340777248227,1,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.219354086384337,0.4387049538726248
S79,U296,0,2,2,1.4814354815686588,1.450866772503773,8,0,-1.6108370850407665,0.5297638818674246,1,0.0,1,1,2,3,24,0,3,0,0.5846884931243894,-1.1102584438272933,0,1,1,0,1,0.07100061060347945,1,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-1.6896867227518533,-2.2000069859384688
S80,U99,0,3,1,1.2767739044624038,-1.6544801050223488,7,1,0.4295454344290038,0.5369482064367145,0,5.293304824724492,0,1,1,2,6,0,7,0,-0.7266773840738515,0.4295454344290038,1,1,0,0,1,-0.029325598480104853,1,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.167089000620164,0.2322961004840247
