session_id,user_id,return_user,day_of_week,time_of_day,session_duration,num_pages_viewed,num_items_carted,has_viewed_shipping_info,scroll_depth,cart_value,discount_applied,shipping_fee,free_shipping_eligible,device_type,browser,referral_source,location,if_payment_page_reached,most_viewed_category,abandoned
S44,U217,1,Monday,Night,1167,14,6,0,93,17298,1,155,0,Mobile,Chrome,Ads,"Coimbatore, Tamil Nadu",0,Books,0
S45,U175,0,Monday,Evening,2498,9,9,0,81,23713,0,0,1,Tablet,Chrome,Social Media,"Jamshedpur, Jharkhand",0,Books,0
S46,U143,1,Wednesday,Night,274,15,9,0,67,21443,0,66,0,Desktop,Edge,Direct,"Thiruvananthapuram, Kerala",0,Toys,0
S47,U80,0,Thursday,Morning,1609,12,1,0,28,1704,0,266,0,Desktop,Opera,Social Media,"Guwahati, Assam",0,Groceries,1
S48,U111,0,Saturday,Afternoon,2322,10,0,0,25,0,0,260,0,Mobile,Edge,Ads,"Nagpur, Maharashtra",1,Electronics,1
S49,U491,0,Saturday,Afternoon,3534,19,4,1,84,8640,0,0,1,Tablet,Edge,Direct,"Varanasi, Uttar Pradesh",0,Clothing,0
S50,U391,0,Thursday,Afternoon,187,19,0,0,17,0,0,0,1,Desktop,Edge,Email Campaign,"Kochi, Kerala",1,Electronics,1
S51,U173,1,Friday,Evening,1905,6,0,0,42,0,1,110,0,Tablet,Edge,Social Media,"Kanpur, Uttar Pradesh",0,Automotive,1
S52,U53,1,Thursday,Night,819,6,0,0,83,0,0,79,0,Tablet,Firefox,Search Engine,"Mumbai, Maharashtra",1,Groceries,1
S53,U48,1,Sunday,Night,2511,8,5,0,27,15471,1,0,1,Mobile,Safari,Email Campaign,"Darjeeling, West Bengal",1,Home & Kitchen,0
S54,U195,1,Thursday,Afternoon,3160,1,8,0,44,27295,0,0,1,Tablet,Firefox,Email Campaign,"Bangalore, Karnataka",0,Electronics,0
S55,U50,0,Sunday,Evening,1875,17,9,0,52,27385,0,129,0,Mobile,Chrome,Direct,"Nagpur, Maharashtra",1,Groceries,0
S56,U184,1,Friday,Afternoon,2445,17,0,0,59,0,1,193,0,Desktop,Safari,Direct,"Delhi, Delhi",0,Automotive,1
S57,U434,0,Monday,Morning,2938,15,4,1,12,8612,1,158,0,Mobile,Safari,Direct,"Gaya, Bihar",0,Clothing,0
S58,U177,0,Tuesday,Night,2821,7,8,1,68,20813,0,59,0,Mobile,Firefox,Direct,"Jaipur, Rajasthan",0,Automotive,0
S59,U310,0,Wednesday,Evening,420,19,8,0,37,30377,0,0,1,Tablet,Edge,Direct,"Siliguri, West Bengal",0,Groceries,0
S60,U136,0,Saturday,Afternoon,628,3,0,1,55,0,1,0,1,Desktop,Safari,Direct,"Udaipur, Rajasthan",1,Groceries,1
S61,U414,0,Monday,Evening,1475,11,7,1,73,22047,1,0,1,Mobile,Edge,Direct,"Delhi, Delhi",1,Beauty,0
S62,U23,0,Thursday,Morning,2325,19,0,0,79,0,1,121,0,Tablet,Chrome,Email Campaign,"Siliguri, West Bengal",0,Automotive,1
S63,U374,1,Thursday,Morning,1657,9,7,1,56,20247,0,95,0,Mobile,Firefox,Search Engine,"Kochi, Kerala",1,Toys,0
S64,U236,0,Saturday,Night,1752,10,0,1,23,0,0,60,0,Mobile,Safari,Ads,"Chennai, Tamil Nadu",1,Home & Kitchen,1
S65,U275,0,Friday,Evening,261,2,4,0,16,9484,0,174,0,Mobile,Edge,Direct,"Delhi, Delhi",0,Electronics,0
S66,U64,0,Wednesday,Afternoon,2124,1,7,0,83,7732,1,64,0,Desktop,Firefox,Direct,"Vadodara, Gujarat",0,Groceries,0
S67,U499,0,Tuesday,Afternoon,2429,16,5,0,88,13101,0,71,0,Tablet,Firefox,Search Engine,"Varanasi, Uttar Pradesh",0,Books,0
S68,U473,1,Sunday,Afternoon,577,18,8,0,40,17352,0,0,1,Desktop,Safari,Social Media,"Coimbatore, Tamil Nadu",1,Groceries,0
S69,U194,0,Sunday,Night,1408,17,0,1,90,0,1,0,1,Tablet,Chrome,Direct,"Pune, Maharashtra",0,Electronics,1
S70,U41,1,Friday,Morning,1495,6,8,0,60,20123,0,0,1,Desktop,Safari,Social Media,"Siliguri, West Bengal",0,Automotive,0
S71,U283,1,Saturday,Afternoon,1401,14,0,1,38,0,1,279,0,Mobile,Edge,Ads,"Cuttack, Odisha",1,Sports,1
S72,U151,0,Friday,Night,740,15,9,1,24,18519,0,0,1,Tablet,Chrome,Email Campaign,"Pune, Maharashtra",1,Automotive,0
S73,U425,0,Tuesday,Night,2048,14,9,0,99,30424,0,73,0,Desktop,Opera,Direct,"Ludhiana, Punjab",0,Clothing,0
S74,U322,1,Sunday,Night,3213,3,2,0,85,4564,0,0,1,Desktop,Safari,Ads,"Jaipur, Rajasthan",1,Toys,0
S75,U317,1,Tuesday,Night,1551,19,0,0,34,0,0,265,0,Mobile,Chrome,Direct,"Bangalore, Karnataka",1,Home & Kitchen,1
S76,U454,1,Thursday,Night,484,12,2,0,70,5168,0,0,1,Mobile,Opera,Search Engine,"Bangalore, Karnataka",0,Sports,0
S77,U442,1,Friday,Night,2028,2,1,0,50,2992,0,0,1,Desktop,Chrome,Email Campaign,"Bhopal, Madhya Pradesh",1,Groceries,0
S78,U186,0,Sunday,Morning,1772,3,1,0,78,620,0,288,0,Tablet,Opera,Email Campaign,"Udaipur, Rajasthan",0,Toys,1
S79,U296,0,Monday,Morning,3335,18,8,0,13,18677,1,0,1,Desktop,Chrome,Social Media,"Mangalore, Karnataka",0,Beauty,0
S80,U99,0,Sunday,Afternoon,3126,1,7,1,66,19077,0,198,0,Desktop,Safari,Direct,"Darjeeling, West Bengal",0,Sports,0
S81,U361,1,Monday,Evening,2494,6,0,0,40,0,0,288,0,Desktop,Chrome,Ads,"Lucknow, Uttar Pradesh",0,Beauty,1
S82,U36,1,Friday,Morning,837,5,3,0,12,5882,0,177,0,Tablet,Firefox,Email Campaign,"Warangal, Telangana",0,Books,0
S83,U24,0,Tuesday,Evening,2205,1,0,0,76,0,0,110,0,Desktop,Chrome,Email Campaign,"Bhopal, Madhya Pradesh",0,Home & Kitchen,1
S84,U339,0,Wednesday,Afternoon,3476,19,0,1,99,0,1,247,0,Desktop,Opera,Email Campaign,"Varanasi, Uttar Pradesh",1,Groceries,1
S85,U117,0,Tuesday,Morning,1886,1,3,0,59,2738,0,134,0,Desktop,Chrome,Search Engine,"Varanasi, Uttar Pradesh",1,Beauty,0
S86,U396,0,Tuesday,Morning,267,16,1,0,26,2198,0,238,0,Tablet,Chrome,Direct,"Ahmedabad, Gujarat",0,Sports,1
S87,U149,1,Wednesday,Afternoon,1597,12,2,1,69,5034,1,0,1,Mobile,Safari,Ads,"Kanpur, Uttar Pradesh",0,Toys,0
S88,U41,1,Saturday,Afternoon,1719,8,8,0,83,19025,0,110,0,Mobile,Edge,Search Engine,"Shillong, Meghalaya",1,Electronics,0
S89,U438,1,Tuesday,Evening,2693,16,1,0,75,4946,0,105,0,Desktop,Safari,Ads,"Lucknow, Uttar Pradesh",0,Electronics,0
S90,U120,0,Wednesday,Evening,2273,1,3,0,97,3301,1,0,1,Mobile,Chrome,Ads,"Madurai, Tamil Nadu",0,Home & Kitchen,0
S91,U444,0,Friday,Afternoon,81,4,0,1,84,0,1,0,1,Desktop,Opera,Ads,"Pune, Maharashtra",0,Clothing,1
S92,U52,1,Wednesday,Morning,213,10,1,0,33,3241,0,162,0,Mobile,Opera,Social Media,"Kanpur, Uttar Pradesh",1,Groceries,0
S93,U195,1,Sunday,Night,2022,11,4,0,96,10544,0,270,0,Tablet,Safari,Email Campaign,"Patna, Bihar",1,Clothing,1
S94,U143,0,Monday,Evening,3570,17,9,0,41,22620,1,175,0,Mobile,Chrome,Social Media,"Bangalore, Karnataka",1,Automotive,0
S95,U233,1,Wednesday,Afternoon,3426,7,0,1,96,0,0,229,0,Mobile,Firefox,Ads,"Pune, Maharashtra",0,Groceries,1
S96,U326,0,Tuesday,Morning,278,12,6,0,28,20880,1,131,0,Tablet,Firefox,Direct,"Nagpur, Maharashtra",1,Automotive,0
S97,U428,0,Saturday,Morning,728,7,3,0,75,9213,1,171,0,Mobile,Opera,Search Engine,"Bhubaneswar, Odisha",0,Sports,0
S98,U187,0,Friday,Evening,1578,12,5,1,69,20779,0,296,0,Desktop,Edge,Search Engine,"Amritsar, Punjab",0,Clothing,1
S99,U84,0,Wednesday,Evening,2337,15,7,0,75,15607,0,0,1,Tablet,Firefox,Email Campaign,"Shillong, Meghalaya",1,Automotive,0
S100,U190,0,Tuesday,Night,2127,2,5,1,24,9729,0,87,0,Tablet,Opera,Ads,"Shillong, Meghalaya",1,Clothing,0
S101,U182,0,Saturday,Evening,2660,14,1,1,94,591,0,0,1,Tablet,Firefox,Ads,"Delhi, Delhi",0,Books,0
S102,U108,1,Wednesday,Night,1009,13,0,1,44,0,0,260,0,Tablet,Safari,Direct,"Mumbai, Maharashtra",0,Clothing,1
S103,U344,0,Friday,Afternoon,2255,4,7,0,78,20437,1,0,1,Tablet,Chrome,Email Campaign,"Gaya, Bihar",1,Groceries,0
S104,U137,0,Friday,Evening,3239,14,7,0,36,19023,0,281,0,Tablet,Firefox,Social Media,"Shillong, Meghalaya",1,Sports,1
S105,U360,1,Monday,Night,462,14,8,1,97,21528,0,265,0,Desktop,Opera,Social Media,"Cuttack, Odisha",1,Sports,1
S106,U480,0,Friday,Evening,655,16,5,1,16,16530,1,254,0,Mobile,Safari,Direct,"Guwahati, Assam",0,Electronics,0
S107,U350,0,Saturday,Afternoon,2474,7,0,0,15,0,0,226,0,Desktop,Opera,Ads,"Nagpur, Maharashtra",1,Home & Kitchen,1
S108,U332,1,Tuesday,Afternoon,1497,19,8,1,42,26659,0,221,0,Tablet,Firefox,Social Media,"Bangalore, Karnataka",1,Books,1
S109,U37,0,Friday,Night,3440,2,2,0,67,7065,0,0,1,Mobile,Edge,Social Media,"Bhopal, Madhya Pradesh",1,Clothing,0
S110,U312,0,Friday,Morning,2909,10,5,0,58,11556,0,129,0,Tablet,Firefox,Direct,"Patna, Bihar",0,Electronics,0
S111,U326,0,Tuesday,Afternoon,3025,18,9,0,26,22674,1,229,0,Tablet,Opera,Direct,"Ranchi, Jharkhand",0,Electronics,0
S112,U88,0,Tuesday,Afternoon,1217,17,9,1,51,23269,0,0,1,Mobile,Firefox,Ads,"Chandigarh, Punjab",0,Toys,0
S113,U274,1,Saturday,Afternoon,1802,5,8,0,81,20233,0,81,0,Desktop,Edge,Direct,"Surat, Gujarat",0,Groceries,0
S114,U374,1,Friday,Afternoon,1366,12,2,0,49,4500,0,110,0,Tablet,Chrome,Direct,"Pune, Maharashtra",0,Beauty,0
S115,U126,1,Saturday,Morning,132,6,4,1,55,11365,1,149,0,Mobile,Opera,Email Campaign,"Ahmedabad, Gujarat",1,Electronics,0
S116,U84,1,Friday,Afternoon,540,9,4,0,80,8606,1,0,1,Mobile,Chrome,Search Engine,"Chandigarh, Punjab",0,Home & Kitchen,0
S117,U237,1,Wednesday,Morning,3483,1,9,0,79,22183,0,287,0,Mobile,Opera,Social Media,"Ludhiana, Punjab",1,Books,1
S118,U195,0,Sunday,Evening,619,15,6,0,77,14735,1,115,0,Tablet,Chrome,Email Campaign,"Vadodara, Gujarat",0,Books,0
S119,U139,1,Friday,Morning,3457,6,3,0,10,6511,0,0,1,Tablet,Safari,Email Campaign,"Coimbatore, Tamil Nadu",0,Electronics,0
S120,U474,0,Monday,Night,804,19,3,0,88,5311,0,243,0,Tablet,Safari,Direct,"Siliguri, West Bengal",1,Electronics,1
S121,U328,1,Sunday,Evening,1526,18,6,1,98,16587,1,0,1,Tablet,Chrome,Email Campaign,"Kolkata, West Bengal",0,Clothing,0
S122,U353,1,Sunday,Morning,159,6,8,0,61,20631,0,0,1,Tablet,Safari,Ads,"Shillong, Meghalaya",0,Groceries,0
S123,U286,0,Monday,Morning,1142,13,3,1,44,7099,0,284,0,Tablet,Firefox,Email Campaign,"Jaipur, Rajasthan",0,Automotive,1
S124,U113,0,Monday,Morning,2615,1,3,0,78,6020,0,131,0,Desktop,Opera,Ads,"Udaipur, Rajasthan",1,Beauty,0
S125,U351,0,Monday,Morning,2365,13,5,0,14,10641,0,246,0,Tablet,Opera,Search Engine,"Kochi, Kerala",1,Automotive,1
S126,U167,0,Saturday,Morning,472,7,5,0,26,9595,0,252,0,Tablet,Firefox,Social Media,"Kanpur, Uttar Pradesh",1,Groceries,1
S127,U432,1,Sunday,Morning,3583,15,6,0,62,10629,0,0,1,Mobile,Chrome,Social Media,"Darjeeling, West Bengal",1,Toys,0
S128,U394,1,Friday,Night,1148,12,0,0,61,0,0,260,0,Tablet,Edge,Ads,"Mumbai, Maharashtra",0,Clothing,1
S129,U398,0,Wednesday,Night,2702,1,2,0,23,1525,0,175,0,Mobile,Firefox,Direct,"Delhi, Delhi",1,Electronics,0
S130,U29,0,Saturday,Night,1237,15,8,0,38,23383,0,155,0,Tablet,Opera,Search Engine,"Gaya, Bihar",1,Clothing,0
S131,U118,0,Tuesday,Morning,2068,4,5,0,17,19174,0,135,0,Desktop,Firefox,Social Media,"Amritsar, Punjab",1,Groceries,0
S132,U421,0,Sunday,Evening,2373,13,5,0,10,15867,1,274,0,Tablet,Opera,Search Engine,"Jamshedpur, Jharkhand",1,Beauty,0
S133,U17,0,Friday,Night,880,5,4,0,38,9754,0,75,0,Tablet,Safari,Email Campaign,"Patna, Bihar",1,Groceries,0
S134,U413,0,Thursday,Afternoon,3210,2,2,1,45,4305,1,228,0,Tablet,Edge,Ads,"Hyderabad, Telangana",0,Books,0
S135,U162,1,Friday,Afternoon,3446,1,4,0,60,11057,1,0,1,Desktop,Opera,Search Engine,"Lucknow, Uttar Pradesh",1,Clothing,0
S136,U206,0,Saturday,Morning,721,16,0,0,46,0,0,0,1,Desktop,Edge,Email Campaign,"Jodhpur, Rajasthan",1,Sports,1
S137,U138,0,Monday,Evening,3054,6,2,1,78,8068,0,236,0,Desktop,Edge,Email Campaign,"Delhi, Delhi",1,Clothing,1
S138,U34,1,Thursday,Night,619,16,3,1,62,7418,0,238,0,Mobile,Chrome,Direct,"Siliguri, West Bengal",1,Groceries,1
S139,U109,0,Saturday,Morning,3024,14,4,0,61,13677,0,0,1,Tablet,Opera,Email Campaign,"Hyderabad, Telangana",1,Electronics,0
S140,U468,1,Friday,Evening,2998,3,9,0,97,30305,0,245,0,Desktop,Chrome,Email Campaign,"Varanasi, Uttar Pradesh",1,Home & Kitchen,1
S141,U483,1,Wednesday,Afternoon,1331,15,8,0,92,23860,0,0,1,Mobile,Safari,Search Engine,"Delhi, Delhi",0,Automotive,0
S142,U291,0,Saturday,Night,1873,3,3,0,21,9144,0,211,0,Desktop,Firefox,Ads,"Bangalore, Karnataka",0,Sports,1
S143,U449,0,Wednesday,Morning,2975,2,2,1,61,686,1,214,0,Mobile,Safari,Social Media,"Amritsar, Punjab",1,Electronics,0
S144,U368,0,Thursday,Morning,669,1,9,1,10,27151,1,0,1,Desktop,Firefox,Direct,"Siliguri, West Bengal",1,Toys,0
S145,U162,0,Tuesday,Evening,2521,9,0,0,16,0,0,210,0,Mobile,Firefox,Ads,"Patna, Bihar",1,Books,1
S146,U109,0,Sunday,Morning,84,9,9,1,26,29038,0,0,1,Desktop,Edge,Direct,"Jodhpur, Rajasthan",1,Books,0
S147,U336,1,Sunday,Morning,2088,7,5,0,52,11316,0,78,0,Desktop,Firefox,Social Media,"Surat, Gujarat",1,Sports,0
S148,U256,0,Saturday,Night,343,3,6,0,80,13975,0,0,1,Tablet,Edge,Direct,"Coimbatore, Tamil Nadu",0,Beauty,0
S149,U203,0,Thursday,Afternoon,1532,18,9,1,26,22246,1,298,0,Mobile,Chrome,Social Media,"Gaya, Bihar",0,Home & Kitchen,0
S150,U453,0,Wednesday,Afternoon,2988,11,7,0,68,19450,1,216,0,Tablet,Safari,Search Engine,"Warangal, Telangana",1,Home & Kitchen,0
S151,U469,1,Thursday,Evening,360,7,0,1,12,0,0,266,0,Mobile,Chrome,Search Engine,"Jaipur, Rajasthan",0,Books,1
S152,U330,0,Monday,Afternoon,1151,9,3,1,38,10016,0,155,0,Desktop,Edge,Social Media,"Mangalore, Karnataka",1,Electronics,0
S153,U235,0,Saturday,Evening,1090,1,4,0,31,10966,0,131,0,Tablet,Opera,Ads,"Jamshedpur, Jharkhand",1,Home & Kitchen,0
S154,U74,0,Monday,Night,876,14,1,0,47,4226,1,273,0,Desktop,Chrome,Ads,"Bhopal, Madhya Pradesh",0,Groceries,0
S155,U136,1,Tuesday,Evening,3268,6,0,0,63,0,0,116,0,Desktop,Opera,Ads,"Surat, Gujarat",1,Groceries,1
S156,U72,0,Thursday,Afternoon,3295,7,7,0,59,14717,0,0,1,Mobile,Chrome,Social Media,"Warangal, Telangana",0,Toys,0
S157,U127,1,Thursday,Morning,142,10,5,0,78,15257,1,133,0,Desktop,Safari,Ads,"Kochi, Kerala",0,Books,0
S158,U382,1,Thursday,Night,1980,7,4,0,39,10487,1,100,0,Tablet,Opera,Email Campaign,"Nagpur, Maharashtra",0,Beauty,0
S159,U288,0,Thursday,Afternoon,3551,2,8,1,32,11295,1,0,1,Tablet,Opera,Direct,"Warangal, Telangana",1,Home & Kitchen,0
S160,U276,1,Tuesday,Night,3204,4,1,0,94,3727,0,0,1,Mobile,Opera,Ads,"Shillong, Meghalaya",0,Books,0
S161,U135,0,Wednesday,Evening,3368,17,9,0,99,26248,0,0,1,Desktop,Opera,Ads,"Madurai, Tamil Nadu",0,Electronics,0
S162,U383,1,Friday,Afternoon,2153,1,7,0,56,23152,0,0,1,Tablet,Opera,Search Engine,"Darjeeling, West Bengal",0,Clothing,0
S163,U300,1,Tuesday,Morning,677,10,9,1,30,20941,1,196,0,Desktop,Edge,Search Engine,"Darjeeling, West Bengal",0,Clothing,0
S164,U220,0,Wednesday,Morning,3035,19,8,0,29,18009,1,0,1,Tablet,Opera,Direct,"Udaipur, Rajasthan",1,Sports,0
S165,U460,0,Sunday,Morning,2369,15,0,0,32,0,1,286,0,Mobile,Firefox,Direct,"Lucknow, Uttar Pradesh",0,Beauty,1
S166,U299,1,Saturday,Morning,235,10,6,1,77,13078,0,206,0,Desktop,Safari,Email Campaign,"Mangalore, Karnataka",1,Electronics,1
S167,U205,0,Wednesday,Night,1249,19,7,0,30,14742,1,282,0,Desktop,Safari,Direct,"Bangalore, Karnataka",0,Sports,0
S168,U186,0,Saturday,Afternoon,2764,12,2,0,30,8483,0,0,1,Mobile,Firefox,Direct,"Delhi, Delhi",1,Toys,0
S169,U113,0,Sunday,Morning,901,16,3,1,10,7847,0,117,0,Tablet,Edge,Social Media,"Pune, Maharashtra",0,Beauty,0
S170,U71,0,Wednesday,Morning,429,9,2,0,24,3895,0,93,0,Mobile,Firefox,Email Campaign,"Shillong, Meghalaya",1,Home & Kitchen,0
S171,U261,1,Thursday,Morning,1878,15,6,1,26,14923,0,0,1,Tablet,Safari,Ads,"Pune, Maharashtra",0,Toys,0
S172,U253,0,Tuesday,Evening,2161,17,8,0,60,22601,0,203,0,Mobile,Edge,Direct,"Bhubaneswar, Odisha",1,Groceries,1
S173,U47,0,Sunday,Afternoon,749,14,2,0,72,7269,1,0,1,Desktop,Edge,Ads,"Pune, Maharashtra",1,Home & Kitchen,0
S174,U387,0,Wednesday,Night,3550,18,5,1,23,10907,1,0,1,Tablet,Edge,Ads,"Varanasi, Uttar Pradesh",1,Beauty,0
S175,U25,1,Friday,Evening,1839,2,7,0,68,16611,0,0,1,Tablet,Edge,Direct,"Ahmedabad, Gujarat",1,Sports,0
S176,U441,0,Friday,Evening,1424,4,5,1,92,12444,0,80,0,Tablet,Chrome,Email Campaign,"Delhi, Delhi",0,Automotive,0
S177,U57,1,Monday,Night,3258,18,1,1,59,890,0,0,1,Mobile,Edge,Email Campaign,"Bhopal, Madhya Pradesh",1,Books,0
S178,U79,0,Wednesday,Morning,1492,7,6,1,43,18967,0,247,0,Tablet,Chrome,Search Engine,"Guwahati, Assam",0,Clothing,1
S179,U322,1,Tuesday,Morning,426,13,1,1,15,4973,0,166,0,Desktop,Edge,Ads,"Bhubaneswar, Odisha",1,Toys,0
S180,U82,0,Thursday,Afternoon,3402,15,1,0,58,3764,1,176,0,Desktop,Chrome,Social Media,"Ludhiana, Punjab",1,Books,0
S181,U406,0,Monday,Morning,703,1,1,1,15,4855,0,0,1,Desktop,Safari,Social Media,"Surat, Gujarat",1,Automotive,0
S182,U349,0,Wednesday,Evening,2486,11,0,0,78,0,1,98,0,Desktop,Opera,Search Engine,"Ahmedabad, Gujarat",0,Groceries,1
S183,U217,1,Thursday,Evening,132,10,0,0,16,0,1,258,0,Mobile,Edge,Ads,"Delhi, Delhi",0,Groceries,1
S184,U306,1,Tuesday,Evening,3022,5,6,1,86,18616,0,123,0,Mobile,Opera,Search Engine,"Madurai, Tamil Nadu",0,Sports,0
S185,U33,0,Tuesday,Night,1331,16,4,0,60,9097,0,147,0,Desktop,Edge,Social Media,"Chennai, Tamil Nadu",0,Clothing,0
S186,U198,1,Monday,Morning,919,11,2,0,10,1641,1,0,1,Desktop,Safari,Search Engine,"Mysore, Karnataka",0,Groceries,0
